date,habits,status
2025-07-03,Breakfast,1
2025-07-03,Do Homework,1
2025-07-03,Drink Water,1
2025-07-03,Exercise,1
2025-07-03,Read,1
2025-07-04,Breakfast,1
2025-07-04,Do Homework,1
2025-07-04,Drink Water,1
2025-07-04,Exercise,1
2025-07-04,Journal,1
2025-07-04,Sleep Early,1
2025-07-04,Walk,1
2025-07-05,Breakfast,1
2025-07-05,Do Homework,1
2025-07-05,Drink Water,1
2025-07-05,Sleep Early,1
2025-07-05,Study,1
2025-07-05,Walk,1
2025-07-06,Breakfast,1
2025-07-06,Do Homework,1
2025-07-06,Drink Water,1
2025-07-06,Exercise,1
2025-07-06,Meditate,1
2025-07-06,Walk,1
2025-07-07,Breakfast,1
2025-07-07,Do Homework,1
2025-07-07,Read,1
2025-07-07,Sleep Early,1
2025-07-07,Study,1
2025-07-08,Breakfast,1
2025-07-08,Do Homework,1
2025-07-08,Drink Water,1
2025-07-08,Journal,1
2025-07-08,Meditate,1
2025-07-08,Study,1
2025-07-08,Walk,1
2025-07-09,Breakfast,1
2025-07-09,Do Homework,1
2025-07-09,Drink Water,1
2025-07-09,Exercise,1
2025-07-09,Read,1
2025-07-09,Sleep Early,1
2025-07-09,Study,1
2025-07-10,Breakfast,1
2025-07-10,Do Homework,1
2025-07-10,Exercise,1
2025-07-10,Meditate,1
2025-07-10,Sleep Early,1
2025-07-10,Study,1
2025-07-11,Breakfast,1
2025-07-11,Drink Water,1
2025-07-11,Exercise,1
2025-07-11,Read,1
2025-07-11,Sleep Early,1
2025-07-11,Study,1
2025-07-11,Walk,1
2025-07-12,Breakfast,1
2025-07-12,Drink Water,1
2025-07-12,Exercise,1
2025-07-12,Read,1
2025-07-12,Sleep Early,1
2025-07-12,Study,1
2025-07-12,Walk,1
2025-07-13,Breakfast,1
2025-07-13,Do Homework,1
2025-07-13,Drink Water,1
2025-07-13,Exercise,1
2025-07-13,Sleep Early,1
2025-07-13,Study,1
2025-07-14,Breakfast,1
2025-07-14,Do Homework,1
2025-07-14,Drink Water,1
2025-07-14,Read,1
2025-07-14,Sleep Early,1
2025-07-14,Study,1
2025-07-14,Walk,1
2025-07-15,Breakfast,1
2025-07-15,Do Homework,1
2025-07-15,Meditate,1
2025-07-15,Sleep Early,1
2025-07-15,Study,1
2025-07-16,Do Homework,1
2025-07-16,Exercise,1
2025-07-16,Read,1
2025-07-16,Sleep Early,1
2025-07-16,Study,1
2025-07-16,Walk,1
2025-07-17,Breakfast,1
2025-07-17,Do Homework,1
2025-07-17,Drink Water,1
2025-07-17,Sleep Early,1
2025-07-17,Study,1
2025-07-18,Breakfast,1
2025-07-18,Do Homework,1
2025-07-18,Drink Water,1
2025-07-18,Meditate,1
2025-07-18,Study,1
2025-07-18,Walk,1
2025-07-19,Breakfast,1
2025-07-19,Drink Water,1
2025-07-19,Exercise,1
2025-07-19,Sleep Early,1
2025-07-19,Study,1
2025-07-20,Breakfast,1
2025-07-20,Do Homework,1
2025-07-20,Drink Water,1
2025-07-20,Exercise,1
2025-07-20,Meditate,1
2025-07-20,Sleep Early,1
2025-07-20,Study,1
2025-07-21,Breakfast,1
2025-07-21,Do Homework,1
2025-07-21,Drink Water,1
2025-07-21,Read,1
2025-07-21,Walk,1
2025-07-22,Breakfast,1
2025-07-22,Do Homework,1
2025-07-22,Drink Water,1
2025-07-22,Exercise,1
2025-07-22,Meditate,1
2025-07-22,Study,1
2025-07-23,Do Homework,1
2025-07-23,Drink Water,1
2025-07-23,Read,1
2025-07-23,Sleep Early,1
2025-07-23,Study,1
2025-07-23,Walk,1
2025-07-24,Breakfast,1
2025-07-24,Do Homework,1
2025-07-24,Drink Water,1
2025-07-24,Exercise,1
2025-07-24,Meditate,1
2025-07-24,Sleep Early,1
2025-07-24,Study,1
2025-07-24,Walk,1
2025-07-25,Breakfast,1
2025-07-25,Do Homework,1
2025-07-25,Drink Water,1
2025-07-25,Exercise,1
2025-07-25,Sleep Early,1
2025-07-25,Study,1
2025-07-25,Walk,1
2025-07-26,Breakfast,1
2025-07-26,Drink Water,1
2025-07-26,Sleep Early,1
2025-07-26,Study,1
2025-07-27,Breakfast,1
2025-07-27,Do Homework,1
2025-07-27,Drink Water,1
2025-07-27,Exercise,1
2025-07-27,Sleep Early,1
2025-07-27,Study,1
2025-07-27,Walk,1
2025-07-28,Breakfast,1
2025-07-28,Do Homework,1
2025-07-28,Drink Water,1
2025-07-28,Exercise,1
2025-07-28,Read,1
2025-07-28,Sleep Early,1
2025-07-28,Study,1
2025-07-29,Do Homework,1
2025-07-29,Drink Water,1
2025-07-29,Exercise,1
2025-07-29,Sleep Early,1
2025-07-29,Study,1
2025-07-30,Breakfast,1
2025-07-30,Exercise,1
2025-07-30,Sleep Early,1
2025-07-30,Study,1
2025-07-30,Walk,1
2025-07-31,Breakfast,1
2025-07-31,Do Homework,1
2025-07-31,Drink Water,1
2025-07-31,Exercise,1
2025-07-31,Meditate,1
2025-07-31,Read,1
2025-07-31,Study,1
2025-07-31,Walk,1
2025-08-01,Breakfast,1
2025-08-01,Do Homework,1
2025-08-01,Drink Water,1
2025-08-01,Exercise,1
2025-08-01,Sleep Early,1
2025-08-01,Study,1
2025-08-02,Breakfast,1
2025-08-02,Do Homework,1
2025-08-02,Exercise,1
2025-08-02,Read,1
2025-08-02,Sleep Early,1
2025-08-02,Study,1
2025-08-02,Walk,1
2025-08-03,Breakfast,1
2025-08-03,Do Homework,1
2025-08-03,Drink Water,1
2025-08-03,Journal,1
2025-08-03,Meditate,1
2025-08-03,Sleep Early,1
2025-08-03,Study,1
2025-08-03,Walk,1
2025-08-04,Breakfast,1
2025-08-04,Do Homework,1
2025-08-04,Sleep Early,1
2025-08-04,Study,1
2025-08-05,Breakfast,1
2025-08-05,Do Homework,1
2025-08-05,Drink Water,1
2025-08-05,Read,1
2025-08-05,Sleep Early,1
2025-08-05,Study,1
2025-08-05,Walk,1
2025-08-06,Breakfast,1
2025-08-06,Do Homework,1
2025-08-06,Meditate,1
2025-08-06,Sleep Early,1
2025-08-06,Study,1
2025-08-07,Breakfast,1
2025-08-07,Do Homework,1
2025-08-07,Read,1
2025-08-07,Sleep Early,1
2025-08-07,Study,1
2025-08-07,Walk,1
2025-08-08,Breakfast,1
2025-08-08,Do Homework,1
2025-08-08,Drink Water,1
2025-08-08,Exercise,1
2025-08-08,Meditate,1
2025-08-08,Study,1
2025-08-08,Walk,1
2025-08-09,Breakfast,1
2025-08-09,Do Homework,1
2025-08-09,Drink Water,1
2025-08-09,Exercise,1
2025-08-09,Read,1
2025-08-09,Sleep Early,1
2025-08-09,Study,1
2025-08-10,Breakfast,1
2025-08-10,Do Homework,1
2025-08-10,Drink Water,1
2025-08-10,Exercise,1
2025-08-10,Read,1
2025-08-10,Study,1
2025-08-10,Walk,1
2025-08-11,Breakfast,1
2025-08-11,Do Homework,1
2025-08-11,Exercise,1
2025-08-11,Read,1
2025-08-11,Sleep Early,1
2025-08-11,Study,1
2025-08-11,Walk,1
2025-08-12,Breakfast,1
2025-08-12,Do Homework,1
2025-08-12,Exercise,1
2025-08-12,Sleep Early,1
2025-08-12,Study,1
2025-08-13,Breakfast,1
2025-08-13,Do Homework,1
2025-08-13,Drink Water,1
2025-08-13,Exercise,1
2025-08-13,Read,1
2025-08-13,Sleep Early,1
2025-08-13,Study,1
2025-08-14,Breakfast,1
2025-08-14,Drink Water,1
2025-08-14,Exercise,1
2025-08-14,Sleep Early,1
2025-08-14,Study,1
2025-08-14,Walk,1
2025-08-15,Breakfast,1
2025-08-15,Do Homework,1
2025-08-15,Drink Water,1
2025-08-15,Meditate,1
2025-08-15,Sleep Early,1
2025-08-15,Study,1
2025-08-15,Walk,1
2025-08-16,Breakfast,1
2025-08-16,Do Homework,1
2025-08-16,Exercise,1
2025-08-16,Sleep Early,1
2025-08-16,Study,1
2025-08-17,Breakfast,1
2025-08-17,Do Homework,1
2025-08-17,Drink Water,1
2025-08-17,Exercise,1
2025-08-17,Journal,1
2025-08-17,Read,1
2025-08-17,Sleep Early,1
2025-08-17,Study,1
2025-08-18,Breakfast,1
2025-08-18,Do Homework,1
2025-08-18,Drink Water,1
2025-08-18,Exercise,1
2025-08-18,Meditate,1
2025-08-18,Read,1
2025-08-18,Sleep Early,1
2025-08-18,Study,1
2025-08-19,Breakfast,1
2025-08-19,Do Homework,1
2025-08-19,Drink Water,1
2025-08-19,Meditate,1
2025-08-19,Study,1
2025-08-20,Breakfast,1
2025-08-20,Drink Water,1
2025-08-20,Journal,1
2025-08-20,Study,1
2025-08-21,Breakfast,1
2025-08-21,Do Homework,1
2025-08-21,Drink Water,1
2025-08-22,Do Homework,1
2025-08-22,Exercise,1
2025-08-22,Meditate,1
2025-08-22,Sleep Early,1
2025-08-22,Study,1
2025-08-23,Breakfast,1
2025-08-23,Drink Water,1
2025-08-23,Exercise,1
2025-08-23,Sleep Early,1
2025-08-23,Study,1
2025-08-23,Walk,1
2025-08-24,Breakfast,1
2025-08-24,Do Homework,1
2025-08-24,Drink Water,1
2025-08-24,Exercise,1
2025-08-24,Meditate,1
2025-08-24,Read,1
2025-08-24,Sleep Early,1
2025-08-24,Study,1
2025-08-25,Breakfast,1
2025-08-25,Do Homework,1
2025-08-25,Sleep Early,1
2025-08-25,Study,1
2025-08-25,Walk,1
2025-08-26,Breakfast,1
2025-08-26,Drink Water,1
2025-08-26,Meditate,1
2025-08-26,Sleep Early,1
2025-08-26,Study,1
2025-08-26,Walk,1
2025-08-27,Breakfast,1
2025-08-27,Do Homework,1
2025-08-27,Drink Water,1
2025-08-27,Exercise,1
2025-08-27,Sleep Early,1
2025-08-27,Study,1
2025-08-28,Do Homework,1
2025-08-28,Drink Water,1
2025-08-28,Exercise,1
2025-08-28,Meditate,1
2025-08-28,Sleep Early,1
2025-08-28,Study,1
2025-08-29,Do Homework,1
2025-08-29,Drink Water,1
2025-08-29,Exercise,1
2025-08-29,Meditate,1
2025-08-29,Sleep Early,1
2025-08-29,Study,1
2025-08-29,Walk,1
2025-08-30,Breakfast,1
2025-08-30,Do Homework,1
2025-08-30,Drink Water,1
2025-08-30,Exercise,1
2025-08-30,Read,1
2025-08-30,Study,1
2025-08-31,Breakfast,1
2025-08-31,Drink Water,1
2025-08-31,Sleep Early,1
2025-08-31,Study,1
2025-08-31,Walk,1
2025-09-01,Breakfast,1
2025-09-01,Do Homework,1
2025-09-01,Drink Water,1
2025-09-01,Exercise,1
2025-09-01,Sleep Early,1
2025-09-01,Study,1
2025-09-01,Walk,1
2025-09-02,Breakfast,1
2025-09-02,Do Homework,1
2025-09-02,Exercise,1
2025-09-02,Read,1
2025-09-02,Sleep Early,1
2025-09-02,Study,1
2025-09-02,Walk,1
2025-09-03,Breakfast,1
2025-09-03,Do Homework,1
2025-09-03,Drink Water,1
2025-09-03,Sleep Early,1
2025-09-03,Study,1
2025-09-03,Walk,1
2025-09-04,Breakfast,1
2025-09-04,Do Homework,1
2025-09-04,Drink Water,1
2025-09-04,Exercise,1
2025-09-04,Read,1
2025-09-04,Sleep Early,1
2025-09-04,Study,1
2025-09-05,Do Homework,1
2025-09-05,Drink Water,1
2025-09-05,Study,1
2025-09-05,Walk,1
2025-09-06,Breakfast,1
2025-09-06,Do Homework,1
2025-09-06,Drink Water,1
2025-09-06,Journal,1
2025-09-06,Sleep Early,1
2025-09-06,Study,1
2025-09-06,Walk,1
2025-09-07,Breakfast,1
2025-09-07,Do Homework,1
2025-09-07,Drink Water,1
2025-09-07,Meditate,1
2025-09-07,Study,1
2025-09-07,Walk,1
2025-09-08,Breakfast,1
2025-09-08,Do Homework,1
2025-09-08,Drink Water,1
2025-09-08,Exercise,1
2025-09-08,Read,1
2025-09-08,Study,1
2025-09-08,Walk,1
2025-09-09,Breakfast,1
2025-09-09,Do Homework,1
2025-09-09,Drink Water,1
2025-09-09,Exercise,1
2025-09-09,Sleep Early,1
2025-09-09,Study,1
2025-09-10,Breakfast,1
2025-09-10,Do Homework,1
2025-09-10,Drink Water,1
2025-09-10,Exercise,1
2025-09-10,Sleep Early,1
2025-09-10,Study,1
2025-09-11,Breakfast,1
2025-09-11,Do Homework,1
2025-09-11,Drink Water,1
2025-09-11,Meditate,1
2025-09-11,Study,1
2025-09-11,Walk,1
2025-09-12,Breakfast,1
2025-09-12,Do Homework,1
2025-09-12,Drink Water,1
2025-09-12,Exercise,1
2025-09-12,Sleep Early,1
2025-09-12,Study,1
2025-09-12,Walk,1
2025-09-13,Breakfast,1
2025-09-13,Do Homework,1
2025-09-13,Drink Water,1
2025-09-13,Exercise,1
2025-09-13,Read,1
2025-09-13,Sleep Early,1
2025-09-13,Study,1
2025-09-13,Walk,1
2025-09-14,Breakfast,1
2025-09-14,Do Homework,1
2025-09-14,Drink Water,1
2025-09-14,Sleep Early,1
2025-09-14,Study,1
2025-09-14,Walk,1
2025-09-15,Breakfast,1
2025-09-15,Drink Water,1
2025-09-15,Exercise,1
2025-09-15,Meditate,1
2025-09-15,Study,1
2025-09-16,Breakfast,1
2025-09-16,Exercise,1
2025-09-16,Meditate,1
2025-09-16,Sleep Early,1
2025-09-16,Walk,1
2025-09-17,Breakfast,1
2025-09-17,Do Homework,1
2025-09-17,Drink Water,1
2025-09-17,Exercise,1
2025-09-17,Sleep Early,1
2025-09-17,Study,1
2025-09-17,Walk,1
2025-09-18,Breakfast,1
2025-09-18,Do Homework,1
2025-09-18,Exercise,1
2025-09-18,Read,1
2025-09-18,Sleep Early,1
2025-09-18,Study,1
2025-09-19,Breakfast,1
2025-09-19,Do Homework,1
2025-09-19,Drink Water,1
2025-09-19,Read,1
2025-09-19,Sleep Early,1
2025-09-19,Study,1
2025-09-20,Breakfast,1
2025-09-20,Do Homework,1
2025-09-20,Drink Water,1
2025-09-20,Sleep Early,1
2025-09-20,Study,1
2025-09-20,Walk,1
2025-09-21,Breakfast,1
2025-09-21,Do Homework,1
2025-09-21,Drink Water,1
2025-09-21,Read,1
2025-09-21,Sleep Early,1
2025-09-21,Study,1
2025-09-21,Walk,1
2025-09-22,Breakfast,1
2025-09-22,Do Homework,1
2025-09-22,Drink Water,1
2025-09-22,Exercise,1
2025-09-22,Sleep Early,1
2025-09-22,Walk,1
2025-09-23,Breakfast,1
2025-09-23,Do Homework,1
2025-09-23,Drink Water,1
2025-09-23,Exercise,1
2025-09-23,Study,1
2025-09-23,Walk,1
2025-09-24,Breakfast,1
2025-09-24,Do Homework,1
2025-09-24,Drink Water,1
2025-09-24,Exercise,1
2025-09-24,Meditate,1
2025-09-24,Sleep Early,1
2025-09-24,Study,1
2025-09-24,Walk,1
2025-09-25,Breakfast,1
2025-09-25,Do Homework,1
2025-09-25,Sleep Early,1
2025-09-25,Study,1
2025-09-26,Breakfast,1
2025-09-26,Do Homework,1
2025-09-26,Drink Water,1
2025-09-26,Study,1
2025-09-26,Walk,1
2025-09-27,Breakfast,1
2025-09-27,Do Homework,1
2025-09-27,Drink Water,1
2025-09-27,Read,1
2025-09-27,Sleep Early,1
2025-09-27,Study,1
2025-09-28,Breakfast,1
2025-09-28,Do Homework,1
2025-09-28,Drink Water,1
2025-09-28,Sleep Early,1
2025-09-29,Breakfast,1
2025-09-29,Do Homework,1
2025-09-29,Drink Water,1
2025-09-29,Exercise,1
2025-09-29,Walk,1
2025-09-30,Breakfast,1
2025-09-30,Do Homework,1
2025-09-30,Drink Water,1
2025-09-30,Exercise,1
2025-09-30,Read,1
2025-09-30,Sleep Early,1
2025-09-30,Study,1
2025-10-01,Breakfast,1
2025-10-01,Do Homework,1
2025-10-01,Meditate,1
2025-10-01,Study,1
2025-10-01,Walk,1
2025-10-02,Breakfast,1
2025-10-02,Do Homework,1
2025-10-02,Drink Water,1
2025-10-02,Exercise,1
2025-10-02,Meditate,1
2025-10-02,Sleep Early,1
2025-10-02,Study,1
2025-10-02,Walk,1
2025-10-03,Breakfast,1
2025-10-03,Do Homework,1
2025-10-03,Drink Water,1
2025-10-03,Exercise,1
2025-10-03,Read,1
2025-10-03,Sleep Early,1
2025-10-03,Study,1
2025-10-04,Breakfast,1
2025-10-04,Drink Water,1
2025-10-04,Exercise,1
2025-10-04,Meditate,1
2025-10-04,Sleep Early,1
2025-10-04,Study,1
2025-10-04,Walk,1
2025-10-05,Breakfast,1
2025-10-05,Do Homework,1
2025-10-05,Exercise,1
2025-10-05,Journal,1
2025-10-05,Sleep Early,1
2025-10-05,Study,1
2025-10-05,Walk,1
2025-10-06,Breakfast,1
2025-10-06,Do Homework,1
2025-10-06,Drink Water,1
2025-10-06,Exercise,1
2025-10-06,Read,1
2025-10-06,Study,1
2025-10-06,Walk,1
2025-10-07,Breakfast,1
2025-10-07,Do Homework,1
2025-10-07,Drink Water,1
2025-10-07,Exercise,1
2025-10-07,Study,1
2025-10-07,Walk,1
2025-10-08,Do Homework,1
2025-10-08,Drink Water,1
2025-10-08,Study,1
2025-10-08,Walk,1
2025-10-09,Breakfast,1
2025-10-09,Do Homework,1
2025-10-09,Drink Water,1
2025-10-09,Exercise,1
2025-10-09,Meditate,1
2025-10-09,Study,1
2025-10-09,Walk,1
2025-10-10,Breakfast,1
2025-10-10,Do Homework,1
2025-10-10,Drink Water,1
2025-10-10,Sleep Early,1
2025-10-10,Study,1
2025-10-10,Walk,1
2025-10-11,Breakfast,1
2025-10-11,Do Homework,1
2025-10-11,Drink Water,1
2025-10-11,Exercise,1
2025-10-11,Meditate,1
2025-10-11,Sleep Early,1
2025-10-11,Study,1
2025-10-11,Walk,1
2025-10-12,Breakfast,1
2025-10-12,Do Homework,1
2025-10-12,Exercise,1
2025-10-12,Meditate,1
2025-10-12,Read,1
2025-10-12,Sleep Early,1
2025-10-12,Study,1
2025-10-13,Breakfast,1
2025-10-13,Sleep Early,1
2025-10-13,Study,1
2025-10-13,Walk,1
2025-10-14,Breakfast,1
2025-10-14,Do Homework,1
2025-10-14,Drink Water,1
2025-10-14,Meditate,1
2025-10-14,Sleep Early,1
2025-10-14,Study,1
2025-10-14,Walk,1
2025-10-15,Breakfast,1
2025-10-15,Drink Water,1
2025-10-15,Sleep Early,1
2025-10-15,Study,1
2025-10-15,Walk,1
2025-10-16,Breakfast,1
2025-10-16,Do Homework,1
2025-10-16,Drink Water,1
2025-10-16,Sleep Early,1
2025-10-16,Walk,1
2025-10-17,Breakfast,1
2025-10-17,Exercise,1
2025-10-17,Sleep Early,1
2025-10-17,Study,1
2025-10-17,Walk,1
2025-10-18,Breakfast,1
2025-10-18,Do Homework,1
2025-10-18,Drink Water,1
2025-10-18,Exercise,1
2025-10-18,Read,1
2025-10-18,Sleep Early,1
2025-10-18,Study,1
2025-10-19,Breakfast,1
2025-10-19,Do Homework,1
2025-10-19,Drink Water,1
2025-10-19,Meditate,1
2025-10-19,Read,1
2025-10-19,Study,1
2025-10-20,Breakfast,1
2025-10-20,Do Homework,1
2025-10-20,Drink Water,1
2025-10-20,Exercise,1
2025-10-20,Study,1
2025-10-21,Breakfast,1
2025-10-21,Drink Water,1
2025-10-21,Exercise,1
2025-10-21,Meditate,1
2025-10-21,Sleep Early,1
2025-10-21,Study,1
2025-10-22,Breakfast,1
2025-10-22,Do Homework,1
2025-10-22,Drink Water,1
2025-10-22,Read,1
2025-10-22,Sleep Early,1
2025-10-22,Study,1
2025-10-22,Walk,1
2025-10-23,Breakfast,1
2025-10-23,Do Homework,1
2025-10-23,Drink Water,1
2025-10-23,Sleep Early,1
2025-10-23,Study,1
2025-10-23,Walk,1
2025-10-24,Breakfast,1
2025-10-24,Do Homework,1
2025-10-24,Sleep Early,1
2025-10-24,Study,1
2025-10-24,Walk,1
2025-10-25,Breakfast,1
2025-10-25,Do Homework,1
2025-10-25,Drink Water,1
2025-10-25,Read,1
2025-10-25,Study,1
2025-10-25,Walk,1
2025-10-26,Breakfast,1
2025-10-26,Do Homework,1
2025-10-26,Drink Water,1
2025-10-26,Journal,1
2025-10-26,Meditate,1
2025-10-26,Sleep Early,1
2025-10-26,Study,1
2025-10-26,Walk,1
2025-10-27,Breakfast,1
2025-10-27,Do Homework,1
2025-10-27,Drink Water,1
2025-10-27,Exercise,1
2025-10-27,Meditate,1
2025-10-27,Sleep Early,1
2025-10-27,Study,1
2025-10-27,Walk,1
2025-10-28,Breakfast,1
2025-10-28,Drink Water,1
2025-10-28,Meditate,1
2025-10-28,Sleep Early,1
2025-10-29,Breakfast,1
2025-10-29,Do Homework,1
2025-10-29,Sleep Early,1
2025-10-29,Study,1
2025-10-29,Walk,1
2025-10-30,Breakfast,1
2025-10-30,Do Homework,1
2025-10-30,Drink Water,1
2025-10-30,Exercise,1
2025-10-30,Sleep Early,1
2025-10-30,Study,1
2025-10-30,Walk,1
2025-10-31,Breakfast,1
2025-10-31,Exercise,1
2025-10-31,Read,1
2025-10-31,Study,1
2025-10-31,Walk,1
2025-11-01,Breakfast,1
2025-11-01,Do Homework,1
2025-11-01,Drink Water,1
2025-11-01,Exercise,1
2025-11-01,Meditate,1
2025-11-01,Read,1
2025-11-01,Sleep Early,1
2025-11-01,Study,1
2025-11-01,Walk,1
2025-11-02,Meditate,1
2025-11-02,Breakfast,1
